,poem_title,poem_url,poem_content
0,“Hầu hết các đồ vật”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/H%E1%BA%A7u-h%E1%BA%BFt-c%C3%A1c-%C4%91%E1%BB%93-v%E1%BA%ADt/poem-UgNEBlIDpJW5xfeygCe28g,"Hầu hết các đồ vật
Ta muốn đều đắt tiền
Một khi không có được
Ta cảm thấy buồn phiền

Trong khi cái thực sự
Làm ta vui ở đời
Hoàn toàn không tốn kém
Là tình yêu, tiếng cười"
1,“Hiện tại anh đang sống”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Hi%E1%BB%87n-t%E1%BA%A1i-anh-%C4%91ang-s%E1%BB%91ng/poem-pYUpg8fOuGOnRLk0QFmMWQ,"Hiện tại anh đang sống
Không được để phí hoài
Vì nỗi buồn quá khứ
Và sợ hãi tương lai"
2,“Hoàng thị” chưa quên…,https://www.thivien.net/Minh-S%C6%A1n-L%C3%AA/Ho%C3%A0ng-th%E1%BB%8B-ch%C6%B0a-qu%C3%AAn/poem-9ymR5llztMAaB3ivBKGuIg,"Chưa hết mùa tầm xuân
Nên mưa còn ngại ngần
Nơi miền xa bất tận
Để nắng… dài bâng khuâng!

Sài Gòn bao bàn chân
Nhớ bao nhiêu tên đường?
Đời qua bao nhiêu bận
Gót giày lên vấn vương?

Tháng Tư làm nhớ thương
Đầu mùa ve nức nở
Trên vòm lá sân trường
Bên đường xưa của Ngọ

Ai đang ngồi khóc dở
Thời gian qua thời gian
Hết rồi ngày bỡ ngỡ
Còn chăng nỗi bẽ bàng!

Bên chân dung điêu tàn
Nên ngày xưa của Ngọ
Đời không cho quên lãng
Để yêu thương còn chờ

Mai em về xứ sở
Áo dài quấn chân anh
Đi qua đường của Ngọ
Viết thêm câu chuyện tình…"
3,“Khi cô gái im lặng”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Khi-c%C3%B4-g%C3%A1i-im-l%E1%BA%B7ng/poem-JGuKQCVpULYCIRVVfQK-2g,"Khi cô gái im lặng
Năm lý do như sau:
Một, nàng đang tức giận
Hai, nàng đang buồn đau

Ba, nàng sắp bùng nổ
Bốn, nàng nghi ngờ mình
Năm, và quan trọng nhất
Nàng chờ bạn tỏ tình"
4,“Khi gặp chuyện phiền muộn”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Khi-g%E1%BA%B7p-chuy%E1%BB%87n-phi%E1%BB%81n-mu%E1%BB%99n/poem-V4wjxdwmRNFxRn2C9S9iyA,"Khi gặp chuyện phiền muộn
Và đầu óc nặng nề
Dạo bộ khoảng mươi phút
Bạn sẽ thấy ô-kê

Các nhà khoa học nói
Dạo bộ làm gia tăng
Các hoá chất trong não
Giúp bạn thấy cân bằng"
5,“Khi tiếng niệm Di Đà”,https://www.thivien.net/Th%C3%ADch-Ch%C3%A2n-T%C3%ADnh/Khi-ti%E1%BA%BFng-ni%E1%BB%87m-Di-%C4%90%C3%A0/poem-pDbZtZ1CigVW422eL0CQ2g,"Khi tiếng niệm Di Đà
Vang vọng trong tâm ta
Rơi đi những phiền não
Cho Bồ đề nở hoa"
6,“Khoẻ - không phải nhấc mạnh”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Kho%E1%BA%BB-kh%C3%B4ng-ph%E1%BA%A3i-nh%E1%BA%A5c-m%E1%BA%A1nh/poem-AcjlU8CFbBUa5ZwreL_Qpw,"Khoẻ - không phải nhấc mạnh
Mà biết đặt nhẹ nhàng
Kính - đối với người dưới
Như những người ngang hàng

Lớn - không ở to tát
Mà ở điều bình thường
Đẹp - không ở khuôn mặt
Mà trái tim yêu thương

Tốt - không ở lời nói
Mà việc làm hàng ngày
Cuốn sách đẹp, bìa cứng
Chưa hẳn là sách hay"
7,“Không thể kiểm tra bạn”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Kh%C3%B4ng-th%E1%BB%83-ki%E1%BB%83m-tra-b%E1%BA%A1n/poem-OrB3lHwvfpxlSwoSsC8pUQ,"Không thể kiểm tra bạn
Như ta kiểm tra tiền
Muốn xem thật hay giả
Đem soi trước bóng đèn"
8,“Lặng ngồi chốn tĩnh lâu”,https://www.thivien.net/Th%C3%ADch-Thi%E1%BB%81n-T%C3%A2m/L%E1%BA%B7ng-ng%E1%BB%93i-ch%E1%BB%91n-t%C4%A9nh-l%C3%A2u/poem-6510NdSMoamB9S3QMp9AhA,"Lặng ngồi chốn tĩnh lâu
Trăng sáng, gió canh thâu!
Bát nhã hương lòng nhẹ.
Lăng Già niệm ý sâu
Phật, Tâm chung một vẻ
Thiền, Tịnh chẳng hai mầu
Ngưng chuỗi, thầm riêng hỏi
Hoa đêm điểm điểm đầu..."
9,“Lòng tôi là cây khế...”,https://www.thivien.net/Nguy%E1%BB%85n-Nh%E1%BA%ADt-%C3%81nh/L%C3%B2ng-t%C3%B4i-l%C3%A0-c%C3%A2y-kh%E1%BA%BF/poem-piaOE_aXABBrdEkka4gaag,"Lòng tôi là cây khế
Em là chim về chơi
Vàng kia em chẳng trả
Chỉ nhả hạt xuống thôi
Hạt rớt xuống thành cây
Cây cũng toàn cây khế
Từ khi em đi rồi
Vườn tôi thành lặng lẽ
Biết bao giờ trở lại
Cánh chim em ngày nào
Lòng tôi hoa khế rụng
Xuống nỗi buồn nôn nao..."
10,“Hầu hết các đồ vật”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/H%E1%BA%A7u-h%E1%BA%BFt-c%C3%A1c-%C4%91%E1%BB%93-v%E1%BA%ADt/poem-UgNEBlIDpJW5xfeygCe28g,"Hầu hết các đồ vật
Ta muốn đều đắt tiền
Một khi không có được
Ta cảm thấy buồn phiền

Trong khi cái thực sự
Làm ta vui ở đời
Hoàn toàn không tốn kém
Là tình yêu, tiếng cười"
11,“Hiện tại anh đang sống”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Hi%E1%BB%87n-t%E1%BA%A1i-anh-%C4%91ang-s%E1%BB%91ng/poem-pYUpg8fOuGOnRLk0QFmMWQ,"Hiện tại anh đang sống
Không được để phí hoài
Vì nỗi buồn quá khứ
Và sợ hãi tương lai"
12,“Hoàng thị” chưa quên…,https://www.thivien.net/Minh-S%C6%A1n-L%C3%AA/Ho%C3%A0ng-th%E1%BB%8B-ch%C6%B0a-qu%C3%AAn/poem-9ymR5llztMAaB3ivBKGuIg,"Chưa hết mùa tầm xuân
Nên mưa còn ngại ngần
Nơi miền xa bất tận
Để nắng… dài bâng khuâng!

Sài Gòn bao bàn chân
Nhớ bao nhiêu tên đường?
Đời qua bao nhiêu bận
Gót giày lên vấn vương?

Tháng Tư làm nhớ thương
Đầu mùa ve nức nở
Trên vòm lá sân trường
Bên đường xưa của Ngọ

Ai đang ngồi khóc dở
Thời gian qua thời gian
Hết rồi ngày bỡ ngỡ
Còn chăng nỗi bẽ bàng!

Bên chân dung điêu tàn
Nên ngày xưa của Ngọ
Đời không cho quên lãng
Để yêu thương còn chờ

Mai em về xứ sở
Áo dài quấn chân anh
Đi qua đường của Ngọ
Viết thêm câu chuyện tình…"
13,“Khi cô gái im lặng”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Khi-c%C3%B4-g%C3%A1i-im-l%E1%BA%B7ng/poem-JGuKQCVpULYCIRVVfQK-2g,"Khi cô gái im lặng
Năm lý do như sau:
Một, nàng đang tức giận
Hai, nàng đang buồn đau

Ba, nàng sắp bùng nổ
Bốn, nàng nghi ngờ mình
Năm, và quan trọng nhất
Nàng chờ bạn tỏ tình"
14,“Khi gặp chuyện phiền muộn”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Khi-g%E1%BA%B7p-chuy%E1%BB%87n-phi%E1%BB%81n-mu%E1%BB%99n/poem-V4wjxdwmRNFxRn2C9S9iyA,"Khi gặp chuyện phiền muộn
Và đầu óc nặng nề
Dạo bộ khoảng mươi phút
Bạn sẽ thấy ô-kê

Các nhà khoa học nói
Dạo bộ làm gia tăng
Các hoá chất trong não
Giúp bạn thấy cân bằng"
15,“Khi tiếng niệm Di Đà”,https://www.thivien.net/Th%C3%ADch-Ch%C3%A2n-T%C3%ADnh/Khi-ti%E1%BA%BFng-ni%E1%BB%87m-Di-%C4%90%C3%A0/poem-pDbZtZ1CigVW422eL0CQ2g,"Khi tiếng niệm Di Đà
Vang vọng trong tâm ta
Rơi đi những phiền não
Cho Bồ đề nở hoa"
16,“Khoẻ - không phải nhấc mạnh”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Kho%E1%BA%BB-kh%C3%B4ng-ph%E1%BA%A3i-nh%E1%BA%A5c-m%E1%BA%A1nh/poem-AcjlU8CFbBUa5ZwreL_Qpw,"Khoẻ - không phải nhấc mạnh
Mà biết đặt nhẹ nhàng
Kính - đối với người dưới
Như những người ngang hàng

Lớn - không ở to tát
Mà ở điều bình thường
Đẹp - không ở khuôn mặt
Mà trái tim yêu thương

Tốt - không ở lời nói
Mà việc làm hàng ngày
Cuốn sách đẹp, bìa cứng
Chưa hẳn là sách hay"
17,“Không thể kiểm tra bạn”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Kh%C3%B4ng-th%E1%BB%83-ki%E1%BB%83m-tra-b%E1%BA%A1n/poem-OrB3lHwvfpxlSwoSsC8pUQ,"Không thể kiểm tra bạn
Như ta kiểm tra tiền
Muốn xem thật hay giả
Đem soi trước bóng đèn"
18,“Lặng ngồi chốn tĩnh lâu”,https://www.thivien.net/Th%C3%ADch-Thi%E1%BB%81n-T%C3%A2m/L%E1%BA%B7ng-ng%E1%BB%93i-ch%E1%BB%91n-t%C4%A9nh-l%C3%A2u/poem-6510NdSMoamB9S3QMp9AhA,"Lặng ngồi chốn tĩnh lâu
Trăng sáng, gió canh thâu!
Bát nhã hương lòng nhẹ.
Lăng Già niệm ý sâu
Phật, Tâm chung một vẻ
Thiền, Tịnh chẳng hai mầu
Ngưng chuỗi, thầm riêng hỏi
Hoa đêm điểm điểm đầu..."
19,“Lòng tôi là cây khế...”,https://www.thivien.net/Nguy%E1%BB%85n-Nh%E1%BA%ADt-%C3%81nh/L%C3%B2ng-t%C3%B4i-l%C3%A0-c%C3%A2y-kh%E1%BA%BF/poem-piaOE_aXABBrdEkka4gaag,"Lòng tôi là cây khế
Em là chim về chơi
Vàng kia em chẳng trả
Chỉ nhả hạt xuống thôi
Hạt rớt xuống thành cây
Cây cũng toàn cây khế
Từ khi em đi rồi
Vườn tôi thành lặng lẽ
Biết bao giờ trở lại
Cánh chim em ngày nào
Lòng tôi hoa khế rụng
Xuống nỗi buồn nôn nao..."
20,“Mẹ vẫn luôn là mẹ”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/M%E1%BA%B9-v%E1%BA%ABn-lu%C3%B4n-l%C3%A0-m%E1%BA%B9/poem-txtUESBDZd17qIOjd8zXag,"Me vẫn luôn là mẹ
Suốt đời lo cho con
Cả khi con còn nhỏ
Cả khi con lớn khôn

Cả khi con lấy vợ
Cả khi cháu đầy nhà
Cả khi nằm chờ chết
Thế đấy, mẹ chúng ta

Còn chúng ta, ích kỷ
Luôn dựa vào mẹ mình
Cả khi ta còn nhỏ
Cả khi ta trưởng thành

Cả khi ta lấy vợ
Cả khi cháu đầy nhà
Cả khi mẹ sắp chết
Vâng, thế đấy, chúng ta"
21,“Mong bạn hoài nghi tôi”,https://www.thivien.net/Nguy%E1%BB%85n-V%C5%A9-Ti%E1%BB%81m/Mong-b%E1%BA%A1n-ho%C3%A0i-nghi-t%C3%B4i/poem-SXdUCYxChMCrzbKk2EdcLw,"Mong bạn hoài nghi tôi
Cho tôi tin cậy bạn
Những lời đang vỗ cánh
Chưa chắc là đã bay!"
22,“Một đời người quá ngắn”,https://www.thivien.net/Nguy%E1%BB%85n-S%C4%A9-%C4%90%E1%BA%A1i/M%E1%BB%99t-%C4%91%E1%BB%9Di-ng%C6%B0%E1%BB%9Di-qu%C3%A1-ng%E1%BA%AFn/poem-3_1pIhihPm0StpgLBOxEIQ,"Một đời người quá ngắn
Một ngày sao quá dài
Bao nhiêu Sao Hôm lặn
Chẳng mọc thành Sao Mai"
23,“Một người đàn bà đẹp”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/M%E1%BB%99t-ng%C6%B0%E1%BB%9Di-%C4%91%C3%A0n-b%C3%A0-%C4%91%E1%BA%B9p/poem-dPA9dK7U40qKgzRWrUaWwg,"Một người đàn bà đẹp
Mà có lòng thương người
Thì người đàn bà ấy
Càng xinh đẹp gấp mười"
24,“Nếu muốn làm gì đấy”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/N%E1%BA%BFu-mu%E1%BB%91n-l%C3%A0m-g%C3%AC-%C4%91%E1%BA%A5y/poem-tTo-G66NSaSIuRYBJ8H9iA,"Nếu muốn làm gì đấy
Thì phải làm say mê
Không thì nghỉ cho khoẻ
Đừng nửa này nửa kia"
25,“Ngoảnh mặt với bệ rồng”,https://www.thivien.net/Nguy%E1%BB%85n-V%C5%A9-Ti%E1%BB%81m/Ngo%E1%BA%A3nh-m%E1%BA%B7t-v%E1%BB%9Bi-b%E1%BB%87-r%E1%BB%93ng/poem-WPWUR8J33_9m_c2jHvi_Ww,"Ngoảnh mặt với bệ rồng
xua vàng khối bạc thẻ
dẫu đao phủ vung gươm
cũng đừng mong đổi ý

Nhưng gặp bạn tri âm
dù ngục tù cũng ở
người đẹp của muôn thuở
gần gũi và xa vời"
26,“Người ấy”,https://www.thivien.net/%C4%90%E1%BB%97-Quang-Vinh/Ng%C6%B0%E1%BB%9Di-%E1%BA%A5y/poem-QhCdBKEHaOevyIqXvrZ_aw,"""Người ấy"" xưa, gầy lắm
Mỏng mảnh khói sương buồn
Đôi mắt nhìn đăm đắm
Giấu một trời mưa tuôn

Cổng trường thời đi học
Tôi vẫn thường theo sau
Mười năm xa, mái tóc...
Còn vương hương thuở nào

""Người ấy"" không che nón
Mỗi khi tan học về
Không thích ai đưa đón
Dẫu đường dài lê thê

Ôi một thời ngây thơ
Khù khờ mà bướng bỉnh
Tôi lóng ngóng, lơ ngơ
Nhút nhát rồi...câm nín

Nên mùa chia tay ấy
Mặc phượng hồng lung linh
Và ve sầu trổi dậy
Tôi chỉ nhìn... lặng thinh

Bây giờ, ngồi tiếc nhớ
Ngày xanh - tuổi dại khờ
Ước chi đừng cách trở
""Người ấy"" về trong...mơ"
27,“Người ham muốn càng ít”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Ng%C6%B0%E1%BB%9Di-ham-mu%E1%BB%91n-c%C3%A0ng-%C3%ADt/poem-5hA9VeK-VBUR8UhGQP08ng,"Người ham muốn càng ít
Sẽ càng ít buồn lo
Người nhu cầu tối thiểu
Là tột đỉnh tự do"
28,“Người luôn miệng kêu bận”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Ng%C6%B0%E1%BB%9Di-lu%C3%B4n-mi%E1%BB%87ng-k%C3%AAu-b%E1%BA%ADn/poem-uQlnz134n_GaUSZqo3rBvg,"Người luôn miệng kêu bận
Thường lại chính là người
Làm được rất ít việc
Cho mình và cho đời"
29,“Người ta đã tổng kết”,https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Ng%C6%B0%E1%BB%9Di-ta-%C4%91%C3%A3-t%E1%BB%95ng-k%E1%BA%BFt/poem-b3wJlMGAQgY_c_0Az_mUlw,"Người ta đã tổng kết:
Chỉ khoảng mười phần trăm
Lý do gây cãi vã
Do khác ý, hiểu lầm

Chín mươi phần còn lại
Chỉ vì do hai bên
Nóng giận và cao giọng
Chuyện nhỏ mà ầm lên"
